               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 346,            0.034726,            0.012077,                   0,             0.99757,                   1,               0.995,             0.77715,            0.028733,           0.0096251,                   0,           0.0065845,           0.0065845,           0.0065845
                 347,            0.028683,            0.010847,                   0,             0.99785,                   1,               0.995,              0.7121,            0.033591,           0.0099314,                   0,           0.0065746,           0.0065746,           0.0065746
                 348,            0.031246,            0.011057,                   0,             0.99785,                   1,               0.995,              0.7121,            0.033591,           0.0099314,                   0,           0.0065647,           0.0065647,           0.0065647
                 349,            0.031452,            0.011317,                   0,             0.99772,                   1,               0.995,             0.74123,              0.0313,            0.009854,                   0,           0.0065548,           0.0065548,           0.0065548
                 350,            0.029767,            0.012162,                   0,              0.9971,                   1,               0.995,             0.74841,            0.029149,           0.0096815,                   0,           0.0065449,           0.0065449,           0.0065449
                 351,            0.030978,            0.010629,                   0,              0.9974,                   1,               0.995,             0.73418,             0.03203,           0.0098395,                   0,            0.006535,            0.006535,            0.006535
                 352,            0.030565,            0.011245,                   0,              0.9974,                   1,               0.995,             0.73418,             0.03203,           0.0098395,                   0,           0.0065251,           0.0065251,           0.0065251
                 353,            0.031063,             0.01115,                   0,              0.9974,                   1,               0.995,             0.74012,            0.032507,           0.0098508,                   0,           0.0065152,           0.0065152,           0.0065152
                 354,             0.03121,            0.010447,                   0,             0.99717,                   1,               0.995,             0.81665,            0.027587,           0.0095397,                   0,           0.0065053,           0.0065053,           0.0065053
                 355,            0.026808,            0.010368,                   0,             0.99731,                   1,               0.995,             0.61459,            0.040854,            0.010381,                   0,           0.0064954,           0.0064954,           0.0064954
                 356,            0.037139,             0.01166,                   0,             0.99731,                   1,               0.995,             0.61459,            0.040854,            0.010381,                   0,           0.0064855,           0.0064855,           0.0064855
                 357,            0.034699,            0.012652,                   0,             0.99696,                   1,               0.995,             0.65887,            0.037216,            0.010009,                   0,           0.0064756,           0.0064756,           0.0064756
                 358,            0.031104,            0.010112,                   0,             0.99649,                   1,               0.995,             0.79558,            0.029316,           0.0097476,                   0,           0.0064657,           0.0064657,           0.0064657
                 359,            0.029683,           0.0099587,                   0,              0.9964,                   1,               0.995,             0.69805,            0.033702,            0.010057,                   0,           0.0064558,           0.0064558,           0.0064558
                 360,            0.031898,            0.012399,                   0,              0.9964,                   1,               0.995,             0.69805,            0.033702,            0.010057,                   0,           0.0064459,           0.0064459,           0.0064459
                 361,            0.028854,           0.0099887,                   0,              0.9968,                   1,               0.995,             0.72725,            0.031917,            0.010031,                   0,            0.006436,            0.006436,            0.006436
                 362,            0.032344,            0.011237,                   0,             0.99599,                   1,               0.995,             0.78694,            0.029038,           0.0098024,                   0,           0.0064261,           0.0064261,           0.0064261
                 363,            0.034888,            0.013066,                   0,              0.9976,                   1,               0.995,             0.72572,            0.031487,            0.010376,                   0,           0.0064162,           0.0064162,           0.0064162
                 364,            0.031854,             0.01328,                   0,              0.9976,                   1,               0.995,             0.72572,            0.031487,            0.010376,                   0,           0.0064063,           0.0064063,           0.0064063
                 365,            0.031127,            0.011625,                   0,             0.99769,                   1,               0.995,             0.77091,             0.02978,            0.010331,                   0,           0.0063964,           0.0063964,           0.0063964
                 366,            0.027475,            0.011341,                   0,             0.99774,                   1,               0.995,             0.81342,            0.027777,           0.0098878,                   0,           0.0063865,           0.0063865,           0.0063865
                 367,            0.027947,           0.0089179,                   0,             0.99786,                   1,               0.995,             0.79894,            0.029773,            0.010134,                   0,           0.0063766,           0.0063766,           0.0063766
                 368,            0.030186,            0.012075,                   0,             0.99786,                   1,               0.995,             0.79894,            0.029773,            0.010134,                   0,           0.0063667,           0.0063667,           0.0063667
                 369,            0.030008,            0.011273,                   0,             0.99783,                   1,               0.995,             0.79004,            0.028966,           0.0099217,                   0,           0.0063568,           0.0063568,           0.0063568
                 370,            0.031216,            0.012799,                   0,             0.99778,                   1,               0.995,             0.76595,            0.028964,           0.0098862,                   0,           0.0063469,           0.0063469,           0.0063469
                 371,            0.029576,           0.0099195,                   0,             0.99783,                   1,               0.995,             0.74375,            0.031156,           0.0099749,                   0,            0.006337,            0.006337,            0.006337
                 372,            0.032491,            0.011279,                   0,             0.99783,                   1,               0.995,             0.74375,            0.031156,           0.0099749,                   0,           0.0063271,           0.0063271,           0.0063271
                 373,            0.029289,           0.0096386,                   0,             0.99784,                   1,               0.995,             0.79042,            0.029012,           0.0097202,                   0,           0.0063172,           0.0063172,           0.0063172
                 374,            0.028053,            0.011335,                   0,             0.99787,                   1,               0.995,             0.81542,            0.027375,            0.009609,                   0,           0.0063073,           0.0063073,           0.0063073
                 375,            0.028716,            0.011334,                   0,             0.99783,                   1,               0.995,             0.71929,            0.034007,            0.010043,                   0,           0.0062974,           0.0062974,           0.0062974
                 376,            0.033579,             0.01238,                   0,             0.99783,                   1,               0.995,             0.71929,            0.034007,            0.010043,                   0,           0.0062875,           0.0062875,           0.0062875
                 377,            0.030072,            0.011566,                   0,             0.99783,                   1,               0.995,             0.75697,            0.031677,           0.0097992,                   0,           0.0062776,           0.0062776,           0.0062776
                 378,            0.028592,            0.010053,                   0,             0.99769,                   1,               0.995,             0.79466,            0.027885,           0.0095204,                   0,           0.0062677,           0.0062677,           0.0062677
                 379,            0.027313,            0.010381,                   0,             0.99739,                   1,               0.995,             0.68802,            0.033732,            0.010194,                   0,           0.0062578,           0.0062578,           0.0062578
                 380,             0.03019,            0.011136,                   0,             0.99739,                   1,               0.995,             0.68802,            0.033732,            0.010194,                   0,           0.0062479,           0.0062479,           0.0062479
                 381,            0.029391,            0.010549,                   0,             0.99722,                   1,               0.995,             0.71984,            0.031238,            0.010057,                   0,            0.006238,            0.006238,            0.006238
                 382,            0.030796,            0.010484,                   0,             0.99698,                   1,               0.995,             0.76208,            0.028254,           0.0096348,                   0,           0.0062281,           0.0062281,           0.0062281
                 383,            0.030187,            0.011386,                   0,             0.99659,                   1,               0.995,             0.69192,             0.03476,            0.010299,                   0,           0.0062182,           0.0062182,           0.0062182
                 384,            0.029628,            0.010133,                   0,             0.99659,                   1,               0.995,             0.69192,             0.03476,            0.010299,                   0,           0.0062083,           0.0062083,           0.0062083
                 385,            0.028219,            0.010395,                   0,             0.99609,                   1,               0.995,             0.76064,            0.031472,            0.010004,                   0,           0.0061984,           0.0061984,           0.0061984
                 386,             0.02958,            0.010958,                   0,             0.99557,                   1,               0.995,             0.76111,            0.029477,           0.0098411,                   0,           0.0061885,           0.0061885,           0.0061885
                 387,            0.028267,             0.01039,                   0,             0.99594,                   1,               0.995,             0.76675,            0.030001,            0.010026,                   0,           0.0061786,           0.0061786,           0.0061786
                 388,            0.029829,           0.0099917,                   0,             0.99594,                   1,               0.995,             0.76675,            0.030001,            0.010026,                   0,           0.0061687,           0.0061687,           0.0061687
                 389,            0.030143,            0.011255,                   0,             0.99585,                   1,               0.995,             0.77899,            0.028649,           0.0098556,                   0,           0.0061588,           0.0061588,           0.0061588
                 390,            0.029362,            0.010562,                   0,             0.99549,                   1,               0.995,             0.81093,            0.027727,           0.0096719,                   0,           0.0061489,           0.0061489,           0.0061489
                 391,            0.028931,            0.011116,                   0,              0.9967,                   1,               0.995,             0.76625,            0.030212,            0.010255,                   0,            0.006139,            0.006139,            0.006139
                 392,            0.031047,            0.011154,                   0,              0.9967,                   1,               0.995,             0.76625,            0.030212,            0.010255,                   0,           0.0061291,           0.0061291,           0.0061291
                 393,            0.030855,            0.010204,                   0,              0.9969,                   1,               0.995,             0.77038,            0.029962,            0.010268,                   0,           0.0061192,           0.0061192,           0.0061192
                 394,            0.028455,            0.011125,                   0,             0.99658,                   1,               0.995,             0.77831,            0.028672,           0.0099072,                   0,           0.0061093,           0.0061093,           0.0061093
                 395,            0.028675,             0.01071,                   0,             0.99653,                   1,               0.995,             0.73879,            0.030788,            0.010089,                   0,           0.0060994,           0.0060994,           0.0060994
                 396,            0.032427,            0.011674,                   0,             0.99653,                   1,               0.995,             0.73879,            0.030788,            0.010089,                   0,           0.0060895,           0.0060895,           0.0060895
                 397,            0.031179,            0.010194,                   0,             0.99668,                   1,               0.995,             0.75574,            0.029518,           0.0098492,                   0,           0.0060796,           0.0060796,           0.0060796
                 398,            0.029138,            0.011067,                   0,             0.99718,                   1,               0.995,             0.76391,            0.028763,           0.0097122,                   0,           0.0060697,           0.0060697,           0.0060697
                 399,            0.025797,           0.0098034,                   0,             0.99732,                   1,               0.995,             0.80867,            0.028079,           0.0094914,                   0,           0.0060598,           0.0060598,           0.0060598
                 400,             0.03164,            0.011559,                   0,             0.99732,                   1,               0.995,             0.80867,            0.028079,           0.0094914,                   0,           0.0060499,           0.0060499,           0.0060499
                 401,            0.030624,            0.011102,                   0,             0.99718,                   1,               0.995,             0.80441,            0.027465,           0.0095107,                   0,             0.00604,             0.00604,             0.00604
                 402,            0.029337,            0.011036,                   0,             0.99795,                   1,               0.995,             0.77247,            0.027588,           0.0095768,                   0,           0.0060301,           0.0060301,           0.0060301
                 403,            0.030284,            0.010202,                   0,             0.99804,                   1,               0.995,             0.72755,            0.029969,           0.0097009,                   0,           0.0060202,           0.0060202,           0.0060202
                 404,            0.031258,            0.010868,                   0,             0.99804,                   1,               0.995,             0.72755,            0.029969,           0.0097009,                   0,           0.0060103,           0.0060103,           0.0060103
                 405,            0.027603,           0.0097265,                   0,             0.99803,                   1,               0.995,              0.7552,            0.028824,           0.0095381,                   0,           0.0060004,           0.0060004,           0.0060004
                 406,            0.029307,            0.012399,                   0,             0.99804,                   1,               0.995,             0.72518,             0.02981,           0.0096316,                   0,           0.0059905,           0.0059905,           0.0059905
                 407,             0.03129,           0.0094495,                   0,             0.99796,                   1,               0.995,             0.75425,            0.030329,           0.0095397,                   0,           0.0059806,           0.0059806,           0.0059806
                 408,            0.031686,            0.010734,                   0,             0.99796,                   1,               0.995,             0.75425,            0.030329,           0.0095397,                   0,           0.0059707,           0.0059707,           0.0059707
                 409,            0.030389,            0.010002,                   0,             0.99737,                   1,               0.995,             0.76499,            0.029306,           0.0095059,                   0,           0.0059608,           0.0059608,           0.0059608
                 410,            0.030754,            0.011628,                   0,             0.99754,                   1,               0.995,             0.66517,            0.033437,            0.010038,                   0,           0.0059509,           0.0059509,           0.0059509
                 411,            0.030661,            0.011658,                   0,             0.99759,                   1,               0.995,              0.7822,            0.027914,           0.0095123,                   0,            0.005941,            0.005941,            0.005941
                 412,            0.030217,            0.010572,                   0,             0.99759,                   1,               0.995,              0.7822,            0.027914,           0.0095123,                   0,           0.0059311,           0.0059311,           0.0059311
                 413,            0.030096,           0.0097597,                   0,             0.99761,                   1,               0.995,             0.78729,            0.027869,           0.0095075,                   0,           0.0059212,           0.0059212,           0.0059212
                 414,            0.027389,             0.01067,                   0,             0.99779,                   1,               0.995,             0.72208,            0.030417,           0.0098218,                   0,           0.0059113,           0.0059113,           0.0059113
                 415,            0.025795,           0.0098997,                   0,             0.99793,                   1,               0.995,             0.79218,            0.027995,           0.0094349,                   0,           0.0059014,           0.0059014,           0.0059014
                 416,            0.031616,           0.0099097,                   0,             0.99793,                   1,               0.995,             0.79218,            0.027995,           0.0094349,                   0,           0.0058915,           0.0058915,           0.0058915
                 417,            0.030296,            0.012156,                   0,             0.99796,                   1,               0.995,             0.78167,            0.028394,           0.0094962,                   0,           0.0058816,           0.0058816,           0.0058816
                 418,            0.030447,            0.010852,                   0,             0.99775,                   1,               0.995,             0.69043,            0.032374,            0.010089,                   0,           0.0058717,           0.0058717,           0.0058717
                 419,            0.030631,            0.010578,                   0,             0.99779,                   1,               0.995,             0.78599,            0.029024,           0.0094881,                   0,           0.0058618,           0.0058618,           0.0058618
                 420,            0.034945,            0.012338,                   0,             0.99779,                   1,               0.995,             0.78599,            0.029024,           0.0094881,                   0,           0.0058519,           0.0058519,           0.0058519
                 421,            0.032855,            0.011111,                   0,             0.99761,                   1,               0.995,              0.7551,            0.030318,           0.0096461,                   0,            0.005842,            0.005842,            0.005842
                 422,            0.029679,            0.011028,                   0,             0.99773,                   1,               0.995,             0.79455,            0.027055,           0.0096364,                   0,           0.0058321,           0.0058321,           0.0058321
                 423,            0.027441,            0.012029,                   0,             0.99751,                   1,               0.995,             0.64584,            0.036328,            0.010383,                   0,           0.0058222,           0.0058222,           0.0058222
                 424,            0.033481,              0.0125,                   0,             0.99751,                   1,               0.995,             0.64584,            0.036328,            0.010383,                   0,           0.0058123,           0.0058123,           0.0058123
                 425,            0.032122,            0.011111,                   0,             0.99766,                   1,               0.995,             0.65474,             0.03635,            0.010342,                   0,           0.0058024,           0.0058024,           0.0058024
                 426,            0.030945,            0.011551,                   0,             0.99783,                   1,               0.995,             0.73303,            0.030547,           0.0099733,                   0,           0.0057925,           0.0057925,           0.0057925
                 427,            0.027782,           0.0098776,                   0,               0.998,                   1,               0.995,              0.6545,            0.036155,            0.010623,                   0,           0.0057826,           0.0057826,           0.0057826
                 428,            0.030709,            0.012554,                   0,               0.998,                   1,               0.995,              0.6545,            0.036155,            0.010623,                   0,           0.0057727,           0.0057727,           0.0057727
                 429,            0.030683,            0.010853,                   0,             0.99802,                   1,               0.995,             0.72002,            0.033441,            0.010423,                   0,           0.0057628,           0.0057628,           0.0057628
                 430,            0.029312,            0.011326,                   0,             0.99803,                   1,               0.995,             0.81616,            0.026749,           0.0095445,                   0,           0.0057529,           0.0057529,           0.0057529
                 431,            0.028454,            0.010153,                   0,             0.99807,                   1,               0.995,             0.69233,            0.032826,             0.01016,                   0,            0.005743,            0.005743,            0.005743
                 432,            0.031768,           0.0097134,                   0,             0.99807,                   1,               0.995,             0.69233,            0.032826,             0.01016,                   0,           0.0057331,           0.0057331,           0.0057331
                 433,            0.030059,            0.010993,                   0,             0.99805,                   1,               0.995,             0.74808,            0.029176,            0.009667,                   0,           0.0057232,           0.0057232,           0.0057232
                 434,            0.030083,            0.011227,                   0,             0.99796,                   1,               0.995,             0.74013,            0.030349,           0.0096767,                   0,           0.0057133,           0.0057133,           0.0057133
                 435,            0.032154,            0.011658,                   0,             0.99794,                   1,               0.995,             0.76793,            0.028071,           0.0095752,                   0,           0.0057034,           0.0057034,           0.0057034
                 436,            0.030661,            0.010654,                   0,             0.99794,                   1,               0.995,             0.76793,            0.028071,           0.0095752,                   0,           0.0056935,           0.0056935,           0.0056935
                 437,             0.03005,            0.010687,                   0,              0.9979,                   1,               0.995,             0.75179,            0.028217,           0.0096074,                   0,           0.0056836,           0.0056836,           0.0056836
                 438,            0.029777,            0.010849,                   0,             0.99785,                   1,               0.995,             0.74211,            0.030168,           0.0096864,                   0,           0.0056737,           0.0056737,           0.0056737
                 439,            0.029051,            0.012142,                   0,             0.99794,                   1,               0.995,             0.76457,            0.029522,            0.009522,                   0,           0.0056638,           0.0056638,           0.0056638
                 440,            0.033683,            0.011096,                   0,             0.99794,                   1,               0.995,             0.76457,            0.029522,            0.009522,                   0,           0.0056539,           0.0056539,           0.0056539
                 441,            0.030342,            0.011362,                   0,             0.99789,                   1,               0.995,             0.77619,            0.029888,           0.0094269,                   0,            0.005644,            0.005644,            0.005644
                 442,            0.030683,            0.010671,                   0,             0.99799,                   1,               0.995,             0.74053,            0.030455,           0.0095284,                   0,           0.0056341,           0.0056341,           0.0056341
                 443,            0.030989,            0.010418,                   0,              0.9981,                   1,               0.995,              0.7695,            0.026928,           0.0092013,                   0,           0.0056242,           0.0056242,           0.0056242
                 444,            0.029016,            0.011372,                   0,              0.9981,                   1,               0.995,              0.7695,            0.026928,           0.0092013,                   0,           0.0056143,           0.0056143,           0.0056143
                 445,            0.028908,            0.010358,                   0,             0.99814,                   1,               0.995,             0.78258,            0.026484,           0.0091513,                   0,           0.0056044,           0.0056044,           0.0056044
                 446,            0.027299,            0.010215,                   0,             0.99804,                   1,               0.995,             0.80057,            0.028706,            0.009277,                   0,           0.0055945,           0.0055945,           0.0055945
                 447,            0.029079,            0.012136,                   0,             0.99797,                   1,               0.995,             0.76213,            0.028088,            0.009256,                   0,           0.0055846,           0.0055846,           0.0055846
                 448,            0.033543,            0.010743,                   0,             0.99797,                   1,               0.995,             0.76213,            0.028088,            0.009256,                   0,           0.0055747,           0.0055747,           0.0055747
                 449,              0.0302,            0.011536,                   0,             0.99787,                   1,               0.995,             0.77913,            0.027256,           0.0092818,                   0,           0.0055648,           0.0055648,           0.0055648
                 450,            0.030162,            0.011277,                   0,             0.99757,                   1,               0.995,             0.77897,            0.028694,           0.0094221,                   0,           0.0055549,           0.0055549,           0.0055549
                 451,            0.030324,            0.012089,                   0,             0.99713,                   1,               0.995,             0.74057,            0.030166,           0.0093447,                   0,            0.005545,            0.005545,            0.005545
                 452,            0.029449,             0.01095,                   0,             0.99713,                   1,               0.995,             0.74057,            0.030166,           0.0093447,                   0,           0.0055351,           0.0055351,           0.0055351
                 453,             0.02797,           0.0096927,                   0,               0.997,                   1,               0.995,             0.73246,             0.03135,           0.0093882,                   0,           0.0055252,           0.0055252,           0.0055252
                 454,             0.02935,            0.011854,                   0,             0.99701,                   1,               0.995,             0.81482,             0.02667,           0.0091722,                   0,           0.0055153,           0.0055153,           0.0055153
